,Pin,500keV,1000keV,1500keV,2000keV,2500keV
58,58.0,4.4063531249999995e-13,6.379591249999999e-09,4.558574084375001e-08,7.281335124999998e-08,9.038492812499999e-08
59,59.0,5.267609375e-13,3.4573633750000004e-09,4.6959948125e-08,7.17595771875e-08,9.8712423125e-08
60,60.0,0.0,6.04475253125e-09,3.973835184374999e-08,7.707241228125e-08,1.015292325e-07
61,61.0,1.210525e-13,7.120714375000002e-09,4.6428610624999995e-08,7.392683031250001e-08,1.0633260812499996e-07
62,62.0,1.305378125e-13,5.740418312500001e-09,4.4013803093749997e-08,6.561038059374998e-08,7.962154337500002e-08
63,63.0,6.4068375e-13,4.343040531249999e-09,2.7812844062500002e-08,6.657665312500001e-08,7.871304968749999e-08
64,64.0,2.577140625e-13,4.36359971875e-09,3.48511454375e-08,6.040220312500001e-08,7.924158718749997e-08
65,65.0,2.657134375e-13,4.442486375e-09,3.58712209375e-08,7.24941463125e-08,9.02462578125e-08
66,66.0,3.52814375e-13,3.902806500000001e-09,3.4464218718750006e-08,6.703990990624998e-08,9.231751687500003e-08
67,67.0,1.324896875e-13,5.44797378125e-09,3.614160781250001e-08,6.72695478125e-08,8.898743687499998e-08
68,68.0,4.8465e-13,7.2726189687499976e-09,5.706184249999999e-08,8.301725781250001e-08,1.1567685812499996e-07
69,69.0,6.655159375e-13,6.742492875e-09,4.2276548437500005e-08,8.356717812500001e-08,1.0474309062500002e-07
70,70.0,1.0484884375e-12,8.7392759375e-09,6.459020312500001e-08,1.1251194062500002e-07,1.4384702500000002e-07
71,71.0,1.161346875e-12,9.086632718750002e-09,6.027829062500001e-08,1.1779224687500001e-07,1.5073572812500001e-07
72,72.0,1.2182846875e-12,7.60344728125e-09,4.935514499999999e-08,9.365771937500002e-08,1.3636780687499997e-07
73,73.0,1.0348915625e-12,7.741861781249999e-09,5.3895499375000005e-08,9.846331250000002e-08,1.1863055812500001e-07
74,74.0,6.848190625e-13,6.8290171875000014e-09,5.2040868124999994e-08,8.839422187500001e-08,9.343715906250003e-08
75,75.0,5.39283125e-13,7.6117903125e-09,4.6610105468749994e-08,8.542344968750002e-08,1.1793710281249999e-07
76,76.0,1.227845e-12,7.5320890625e-09,5.337201490625001e-08,9.140882187500001e-08,1.2992190812500001e-07
77,77.0,6.979346875e-13,8.161060249999998e-09,4.39407803125e-08,8.774945890624998e-08,9.827040656249999e-08
78,78.0,1.7183246875e-12,8.055929531250002e-09,5.6979177812499993e-08,9.306132825e-08,1.461560440625e-07
79,79.0,7.8682e-13,6.6923553125e-09,5.2885348375e-08,1.1352777062500002e-07,1.4408341468749998e-07
80,80.0,8.901368750000001e-13,9.1024065e-09,5.896073312499999e-08,1.121531225e-07,1.345928015625e-07
81,81.0,1.5836015625000003e-12,1.1432660624999999e-08,6.346273125000001e-08,1.09893253125e-07,1.2386458750000002e-07
82,82.0,2.7435828125e-12,1.55226165625e-08,1.0393470312500002e-07,1.6289133437500003e-07,1.9882068125e-07
83,83.0,2.8243306250000003e-12,1.3453379062500002e-08,7.140118375e-08,1.3827827500000003e-07,1.73104190625e-07
84,84.0,2.6714531250000005e-12,1.421844e-08,8.101603125e-08,1.1639826374999999e-07,1.5482512125000003e-07
85,85.0,2.077288125e-12,1.4034524062500004e-08,7.244000000000002e-08,1.2792728000000001e-07,1.6322552812499998e-07
86,86.0,3.4466899999999993e-12,1.49478234375e-08,8.663355906249999e-08,1.4051900312500001e-07,1.6412144062500001e-07
87,87.0,9.23026875e-13,1.2538770624999999e-08,8.0229803125e-08,1.525468590625e-07,1.9159966562499999e-07
88,88.0,1.4669912500000001e-12,1.4552421875e-08,6.915891562499999e-08,1.2771220000000004e-07,1.6945400624999995e-07
89,89.0,2.3367640624999993e-12,1.5871202937500002e-08,8.66176434375e-08,1.353377965625e-07,1.9252777437500003e-07
90,90.0,3.8805553125e-12,1.61047965625e-08,8.58893240625e-08,1.3710152187499995e-07,1.749203625e-07
91,91.0,2.3293434375000002e-12,1.5131065000000002e-08,7.687465750000002e-08,1.4779265624999995e-07,1.8319700625000002e-07
92,92.0,3.0550103125e-12,1.66544275e-08,8.333334687500001e-08,1.4057495e-07,1.7387906249999998e-07
93,93.0,8.620715937499999e-12,2.3992624375000002e-08,1.2992896250000002e-07,2.13106034375e-07,2.565015312500001e-07
94,94.0,8.30128375e-12,2.4554877812500007e-08,1.29644109375e-07,2.2198570937500008e-07,2.8060962500000004e-07
95,95.0,8.21436875e-12,2.1086480625e-08,1.1339030999999998e-07,1.7779438843750002e-07,2.6462989062499997e-07
96,96.0,5.49000125e-12,2.0841695937499998e-08,1.1219013750000001e-07,1.8630628374999997e-07,2.1734541249999998e-07
97,97.0,6.9085509374999994e-12,2.2532304687500003e-08,1.17747346875e-07,1.8420615937499998e-07,2.1752201874999997e-07
98,98.0,6.203988437500001e-12,2.4080803125000003e-08,1.043206103125e-07,1.8350091249999997e-07,2.2117264999999997e-07
99,99.0,7.044334687499999e-12,2.4683573124999998e-08,1.1286921875000002e-07,1.99686565625e-07,2.21954496875e-07
100,100.0,7.021100625e-12,2.3986473124999996e-08,1.3012527812500003e-07,2.4183168125e-07,2.80888853125e-07
101,101.0,6.8401481250000014e-12,2.6445195937499992e-08,1.1941361875e-07,2.1497726562499998e-07,2.53869825e-07
102,102.0,8.908657500000002e-12,2.5453071875e-08,1.2842550625e-07,2.325434875e-07,2.8299218749999996e-07
103,103.0,2.5573677812499997e-11,4.36339875e-08,1.8880934687499995e-07,3.0679731249999996e-07,3.6899728125e-07
104,104.0,2.6398680000000004e-11,4.1768103125000004e-08,1.88279621875e-07,2.7585143125e-07,3.4367771875000003e-07
105,105.0,1.8655685e-11,3.42722253125e-08,1.5102011249999997e-07,2.5930459375e-07,2.9275081249999995e-07
106,106.0,1.6792830625e-11,3.319475e-08,1.7605724375e-07,2.70899703125e-07,3.280694687499999e-07
107,107.0,1.9412512812499992e-11,3.4117393750000006e-08,1.7485719687499997e-07,2.5499450625000005e-07,3.11210509375e-07
108,108.0,1.7918865937500003e-11,3.5951466250000006e-08,1.5475296250000006e-07,2.2054521562499997e-07,2.76864628125e-07
109,109.0,2.3057872812499994e-11,3.6849390624999996e-08,1.7886465312499995e-07,2.7740311875e-07,3.5340890625000007e-07
110,110.0,2.73400021875e-11,4.431398749999999e-08,2.0796611250000006e-07,3.1014793750000004e-07,3.9051040625e-07
111,111.0,2.39625375e-11,3.9564578125e-08,1.7659619375e-07,2.7952825625000007e-07,3.23296290625e-07
112,112.0,8.448683437500001e-11,6.529416250000001e-08,2.719752000000001e-07,4.03240840625e-07,4.6776810624999995e-07
113,113.0,6.931810312499999e-11,6.026446874999998e-08,2.3446481250000004e-07,3.6591770625e-07,4.2558459375e-07
114,114.0,5.7173659375e-11,6.2218565625e-08,2.5390440625e-07,3.837835e-07,4.2572146874999993e-07
115,115.0,5.84575375e-11,5.577759375e-08,2.3596484375000002e-07,3.9116853124999997e-07,4.5301028125000005e-07
116,116.0,5.3903618750000006e-11,5.8415706250000005e-08,2.3493450000000002e-07,3.4317275e-07,4.063340625e-07
117,117.0,5.701300000000001e-11,6.5547609375e-08,2.6332443750000006e-07,3.9558131250000005e-07,4.693175625e-07
118,118.0,6.121339375e-11,5.850082187500001e-08,2.56503846875e-07,3.728642125e-07,4.3393090625000005e-07
119,119.0,7.521962812500001e-11,6.386919375e-08,2.6672590624999995e-07,3.8980225e-07,4.664001875e-07
120,120.0,2.0789396875e-10,1.0853935624999997e-07,3.964337187500001e-07,5.723737500000001e-07,6.6606034375e-07
121,121.0,1.8030878125e-10,1.0320914375e-07,3.803353124999999e-07,5.637047187499999e-07,6.2798128125e-07
122,122.0,1.65851625e-10,9.720502500000001e-08,3.4174124999999997e-07,4.8158896875e-07,5.6900775e-07
123,123.0,1.4870089687499996e-10,9.34084125e-08,3.5798771875e-07,5.164457500000001e-07,6.003666250000001e-07
124,124.0,1.5968971875e-10,1.023050875e-07,3.591363437499999e-07,5.61463625e-07,6.260152187500001e-07
125,125.0,1.7923828125e-10,1.03911684375e-07,3.5267412499999987e-07,5.138861562500001e-07,5.905982187499999e-07
126,126.0,2.0669021875e-10,1.0831630312500002e-07,3.691550937500001e-07,5.241679687500001e-07,6.010611250000001e-07
