,Pin,500keV,1000keV,1500keV,2000keV,2500keV
90,90.0,8.519012110843402e-13,1.8082517811566908e-09,8.469438575654335e-09,1.4110622798026417e-08,1.7590895000294564e-08
91,91.0,6.265885895695416e-13,1.3555950149136144e-09,6.873548917217777e-09,1.2404045994683943e-08,1.5058965830043824e-08
92,92.0,7.583348441917244e-13,1.2702986595962987e-09,5.750500449710597e-09,1.0088245233695586e-08,1.213263815043821e-08
93,93.0,1.4395779907788447e-12,1.5337205830736977e-09,8.109296045501687e-09,1.3419741557107716e-08,1.6538051507578973e-08
94,94.0,1.1868801926539738e-12,1.980722461776859e-09,1.0796704791886193e-08,1.7656647525774457e-08,2.2124859691860177e-08
95,95.0,1.2842434322168975e-12,2.0542376544987423e-09,9.71278989321614e-09,1.5435760833115944e-08,2.1676358349709593e-08
96,96.0,9.706914685214817e-13,2.0347003743848156e-09,1.041693794090076e-08,1.6902400078641593e-08,1.963938761324701e-08
97,97.0,1.1602126636099805e-12,2.0151015790533863e-09,1.0066002321707108e-08,1.6242923804457618e-08,1.9378434246170108e-08
98,98.0,1.11524059114898e-12,2.2658857749607745e-09,9.534621347269773e-09,1.662040393317299e-08,2.0063194249270187e-08
99,99.0,1.1126832303623874e-12,2.152933112801843e-09,9.698253493748847e-09,1.7123920500307683e-08,1.938128201293912e-08
100,100.0,1.1856194112425732e-12,2.37741257503279e-09,1.0549531915614493e-08,1.872728287805079e-08,2.2187833389799463e-08
101,101.0,1.108272679065345e-12,2.0601354616694477e-09,9.613187796514273e-09,1.715943982191467e-08,2.0173550717266773e-08
102,102.0,1.511663952714212e-12,1.6929165583308692e-09,7.83745007197435e-09,1.4476520924590917e-08,1.742932745927442e-08
103,103.0,2.1059968732791444e-12,2.398648718808442e-09,1.0653173700091568e-08,1.803231043091109e-08,2.2375071604207107e-08
104,104.0,2.2035830200037656e-12,2.906749331163427e-09,1.3099428612685713e-08,1.9970757889750406e-08,2.4852440519325384e-08
105,105.0,1.8858085102079172e-12,2.5037743137656784e-09,1.1046229990436411e-08,1.9524996346601217e-08,2.2171137179816248e-08
106,106.0,1.7072854146281092e-12,2.4651971880030303e-09,1.2388534144394659e-08,2.0272322739744414e-08,2.44663631953276e-08
107,107.0,1.957101958661363e-12,2.517764641216451e-09,1.2527315356397606e-08,1.879468959809729e-08,2.2751284385506817e-08
108,108.0,1.8973353183042607e-12,2.6467504989034033e-09,1.1403833994732053e-08,1.776922226995158e-08,2.172268534264712e-08
109,109.0,2.104736435879315e-12,2.6609878439513026e-09,1.2429004093025997e-08,2.0046169036034556e-08,2.5451261993095184e-08
110,110.0,2.2673531977175343e-12,2.983599035280248e-09,1.371981611809065e-08,2.1009305939656074e-08,2.6345944320657996e-08
111,111.0,2.123780892581381e-12,2.2369232003910665e-09,1.0245722280558773e-08,1.73585430524542e-08,1.9905780589732812e-08
112,112.0,3.979375926026045e-12,3.236614539797269e-09,1.4527470201914704e-08,2.2792295360721337e-08,2.6869679613279537e-08
113,113.0,3.4874663025755324e-12,3.3759932519721163e-09,1.3830579400186565e-08,2.2951101093181314e-08,2.6939246464425868e-08
114,114.0,3.1796642396841044e-12,3.496195370371815e-09,1.508967659831775e-08,2.3137899099698686e-08,2.6542619652258623e-08
115,115.0,3.2058542304225116e-12,3.213381147569906e-09,1.4240247612672817e-08,2.4041758245802423e-08,2.8143700425989867e-08
116,116.0,3.1244983744080914e-12,3.3725294726104187e-09,1.4391050302863293e-08,2.229062592968189e-08,2.6888041605343596e-08
117,117.0,3.2108473253887303e-12,3.510231200989983e-09,1.525875138078091e-08,2.3405310682426176e-08,2.828518664336752e-08
118,118.0,3.2732268334326475e-12,3.2067792684936477e-09,1.5310675611680975e-08,2.3154611311593745e-08,2.719674547786857e-08
119,119.0,3.688235466652102e-12,3.226420348019181e-09,1.4331450103852426e-08,2.204485268350804e-08,2.7296663282103332e-08
120,120.0,6.147107265106062e-12,4.364608836336446e-09,1.8767844459415447e-08,2.858986531474452e-08,3.4097572501768753e-08
121,121.0,5.681229391511853e-12,4.444398614333274e-09,1.8311799380726382e-08,2.8785584846290933e-08,3.270136084825953e-08
122,122.0,5.429299453499786e-12,4.380370239806846e-09,1.7128833944225323e-08,2.5656083084156156e-08,3.146270107658239e-08
123,123.0,5.264246864137845e-12,4.0000355364416156e-09,1.7883919119950596e-08,2.7305187597608117e-08,3.2397299435834584e-08
124,124.0,5.390634286815325e-12,4.485584469756276e-09,1.7676671563943738e-08,2.8747031883394476e-08,3.297150565204104e-08
125,125.0,5.763531939621901e-12,4.481249046746986e-09,1.759284852136901e-08,2.688795217378682e-08,3.159271239334096e-08
126,126.0,6.050673433492174e-12,4.503272376171448e-09,1.7630317593755754e-08,2.700677866222865e-08,3.1796716007951845e-08
