5.050000000000000235e-04,2.957563000000000102e+02,2.484781339350976381e+01
3.993014999999999932e-03,2.656213843750000706e+03,1.546223262549828519e+02
9.979065000000000504e-03,2.999159390625000015e+03,1.534287805484289038e+02
1.596509999999999943e-02,2.604717562499999985e+03,1.011809480277419908e+02
2.195110000000000117e-02,2.949500687499999913e+03,1.606356565211603140e+02
2.793709999999999943e-02,2.831813406249999844e+03,1.308249859454406021e+02
3.392314999999999914e-02,3.164851593750000120e+03,1.748798395084923811e+02
3.990920000000000578e-02,3.524772453125000084e+03,5.016394741072647889e+02
4.589519999999999711e-02,2.843586234374999549e+03,1.061773925721812191e+02
5.188124999999999681e-02,2.951565578124999774e+03,1.244588552655519038e+02
5.786730000000000346e-02,2.972539328125001248e+03,1.345379651785854946e+02
6.385330000000000172e-02,3.182921499999999924e+03,1.437956255341790950e+02
6.983929999999999305e-02,3.133962515624999469e+03,1.673227530788830109e+02
7.582534999999999969e-02,3.150653234375001375e+03,1.300745510418204844e+02
8.181139999999999246e-02,2.839548609375000069e+03,1.041933051911522057e+02
8.779739999999999767e-02,2.856464062500000182e+03,1.159594109668103954e+02
9.378340000000000287e-02,3.049615546875000746e+03,1.210849972428824799e+02
9.976920000000000233e-02,2.923754421874999480e+03,1.157429442690374231e+02
1.057555000000000023e-01,3.106866937499999494e+03,1.460794587687146588e+02
1.117419999999999941e-01,3.012200718749999851e+03,1.347520798882101758e+02
1.177279999999999993e-01,3.121903218749999269e+03,1.664276499476634967e+02
1.237140000000000045e-01,3.050632984375000433e+03,1.197017539744355048e+02
1.296999999999999820e-01,3.391110734374998628e+03,3.580178084171483874e+02
1.356860000000000011e-01,3.220292187500000182e+03,1.720321093642850201e+02
1.416719999999999924e-01,2.973487750000001142e+03,9.944294819330991686e+01
1.476579999999999837e-01,3.006673750000001291e+03,1.182720050118658435e+02
1.536440000000000028e-01,2.996694000000000415e+03,1.108350345322482156e+02
1.596299999999999941e-01,3.056472093750001022e+03,1.495482738080117429e+02
1.656160000000000132e-01,3.294101750000000720e+03,1.557599706013376135e+02
1.716020000000000045e-01,2.944076500000001033e+03,1.028785220225725539e+02
1.775880000000000236e-01,3.362963124999999309e+03,1.465040945501723968e+02
1.835739999999999872e-01,2.997278328125001281e+03,1.147668027545907279e+02
1.895599999999999785e-01,3.197847999999999502e+03,1.232129823412710437e+02
1.955459999999999976e-01,3.273062015624998821e+03,1.469741168070916046e+02
2.015319999999999889e-01,3.208656171875001291e+03,1.329976337802490036e+02
2.075179999999999803e-01,3.387018343750000440e+03,2.267990946128528549e+02
2.135039999999999993e-01,3.267346843749998698e+03,1.188736967752571303e+02
2.194900000000000184e-01,3.300293343749998712e+03,1.580879956981788155e+02
2.254760000000000097e-01,3.298159281250000731e+03,1.895559752276771803e+02
2.314620000000000011e-01,3.551849531249999927e+03,1.749449824537998097e+02
2.374479999999999924e-01,3.365810312499999782e+03,1.187425367130911411e+02
2.434340000000000115e-01,3.574398125000001073e+03,1.972008262295619545e+02
2.494199999999999751e-01,3.391204109375001281e+03,1.531171778426701167e+02
2.554060000000000219e-01,3.481328343749998567e+03,1.628371891150231647e+02
2.613920000000000132e-01,3.517257906250001270e+03,1.919907305097636936e+02
2.673780000000000046e-01,3.340809296875000200e+03,1.370998198631434377e+02
2.733639999999999959e-01,3.318618078125001375e+03,1.178909728900890883e+02
2.793499999999999872e-01,3.477802406250000786e+03,1.591463826837407964e+02
2.853360000000000340e-01,3.092102546874998552e+03,1.144504002819385562e+02
2.913220000000000254e-01,3.761713671875001637e+03,2.204817367347450272e+02
2.973080000000000167e-01,3.570126453125000808e+03,1.529717487306373300e+02
3.032939999999999525e-01,3.696181406249999782e+03,2.099823631365594849e+02
3.092799999999999994e-01,3.448439781250000124e+03,1.387522177036902917e+02
3.152660000000000462e-01,3.778020937499999945e+03,1.762438307639474431e+02
3.212524999999999964e-01,3.376092531250000775e+03,1.263132113536469063e+02
3.272390000000000021e-01,3.469624468749999778e+03,1.453095641752333904e+02
3.332249999999999934e-01,3.790671703125001386e+03,1.643227134594084475e+02
3.392110000000000403e-01,4.629150703125000291e+03,7.048819273333697311e+02
3.451969999999999761e-01,3.552690718749998723e+03,1.487833872860239524e+02
3.511829999999999674e-01,3.631686906249999993e+03,1.319088591036315563e+02
3.571690000000000142e-01,3.519592484374999913e+03,1.252613805476132427e+02
3.631550000000000056e-01,3.506834250000001248e+03,1.265818419849090759e+02
3.691409999999999969e-01,3.869617531249999956e+03,1.376026583222544275e+02
3.751269999999999882e-01,3.836514234374998978e+03,1.535749859676569713e+02
3.811129999999999796e-01,3.877393125000000055e+03,2.002311277918215922e+02
3.870990000000000264e-01,3.507233000000001084e+03,1.344471638192531486e+02
3.930850000000000177e-01,3.654976953124999909e+03,1.335856837746437691e+02
3.990710000000000091e-01,3.737216937499999858e+03,1.368176055438143806e+02
4.050570000000000004e-01,3.783326015624999854e+03,1.372527367143430865e+02
4.110430000000001027e-01,3.928705828124998789e+03,1.635750423449462971e+02
4.170289999999999830e-01,4.447557281250000415e+03,7.064547583743374162e+02
4.230149999999999744e-01,4.045962218750001284e+03,2.156211574980184196e+02
4.290010000000000212e-01,4.105179875000001630e+03,2.806230939438109431e+02
4.349870000000000125e-01,3.828946531250001044e+03,1.387778724508402775e+02
4.409729999999999484e-01,3.908582828125001015e+03,1.538702776732487223e+02
4.469589999999999952e-01,4.386436921874998916e+03,3.570232021769384687e+02
4.529449999999999865e-01,4.360685203125000953e+03,2.101254225151731134e+02
4.589310000000000334e-01,4.184634546874998705e+03,1.653968929060552284e+02
4.649170000000000247e-01,4.292359406249999665e+03,1.720799391308098336e+02
4.709030000000000160e-01,4.333642187499999636e+03,1.759652607776491209e+02
4.768890000000000073e-01,4.331019812500001535e+03,1.928020511924185882e+02
4.828749999999999987e-01,4.301908968749999985e+03,1.608635833846839205e+02
4.888609999999999900e-01,4.846116624999997839e+03,3.324545426294706658e+02
4.948469999999999813e-01,5.338964437500001623e+03,2.274734855526716899e+02
5.008329999999999727e-01,4.442009656249998443e+03,1.889322341475681242e+02
5.068189999999999085e-01,4.466607531249999738e+03,1.719399728927352839e+02
5.128050000000000663e-01,5.067386218750000808e+03,2.537546227705171873e+02
5.187910000000000021e-01,4.799425421875002030e+03,1.993621857671378450e+02
5.247770000000000490e-01,4.216764406249998501e+03,1.427955668215094249e+02
5.307629999999999848e-01,4.474926500000001397e+03,1.599198389502302575e+02
5.367494999999999905e-01,4.990279984374999913e+03,2.337521254420679213e+02
5.427359999999999962e-01,4.751918906250001783e+03,1.725122551669556117e+02
5.487219999999999320e-01,4.987843500000000859e+03,2.328797529127305950e+02
5.547079999999999789e-01,5.062647343750000800e+03,2.598923497572968131e+02
5.606939999999999147e-01,5.021653296875001615e+03,2.848883934020806805e+02
5.666800000000000725e-01,5.110582406249999622e+03,2.473734292022041075e+02
5.726660000000000084e-01,4.424684499999998479e+03,2.024148130209732699e+02
5.786519999999999442e-01,4.912010593749998407e+03,4.469172923710481200e+02
5.846379999999999910e-01,4.451179421875000116e+03,1.892307362350724134e+02
5.906239999999999268e-01,5.849427734375000909e+03,1.409955305351169045e+03
5.966100000000000847e-01,4.534206156249998457e+03,2.316465922983574330e+02
6.025960000000000205e-01,5.225516015624998545e+03,2.095804330079964757e+02
6.085819999999999563e-01,4.918963359375000437e+03,1.964622081529508648e+02
6.145680000000000032e-01,4.842673546875000284e+03,2.485463580306478093e+02
6.205540000000000500e-01,6.352132359374998487e+03,2.118358065529500891e+02
6.265399999999999858e-01,4.525702703124999061e+03,1.865842875867516568e+02
6.325259999999999216e-01,4.566783062500001506e+03,1.987391350314585168e+02
6.385119999999999685e-01,4.619686593749998792e+03,1.821227803104847283e+02
6.444979999999999043e-01,4.929662921874998574e+03,2.134851574520431541e+02
6.504840000000000622e-01,4.797401484375000109e+03,1.932203455759004669e+02
6.564699999999999980e-01,4.943330296874998567e+03,2.139063565398097637e+02
6.624559999999999338e-01,1.120286734375000196e+04,2.470600382846546950e+02
6.684419999999999806e-01,4.895802062500000829e+03,1.970587889803747146e+02
6.744280000000000275e-01,4.894557968750000327e+03,1.990386370318051945e+02
6.804140000000000743e-01,5.023154984374999913e+03,2.905779990195308642e+02
6.864000000000000101e-01,4.840371624999999767e+03,1.548611226832101693e+02
6.923859999999999459e-01,5.067226953124998545e+03,1.978325648484161263e+02
6.983719999999999928e-01,5.818809843750000255e+03,1.979146909552188163e+02
7.043580000000000396e-01,5.166677874999998494e+03,2.197609371202114517e+02
7.103439999999999754e-01,5.452833749999998872e+03,3.665104339365867077e+02
7.163300000000000223e-01,5.080625624999997854e+03,1.567918836143139174e+02
7.223159999999999581e-01,1.919886890625000160e+04,2.789620564166033319e+02
7.283020000000000049e-01,4.687696265624998887e+03,1.467222248079598899e+02
7.342880000000000518e-01,4.663648921875001179e+03,1.560580804164106041e+02
7.402739999999999876e-01,4.936973968750001404e+03,1.639969402404704226e+02
7.462599999999999234e-01,4.814219937499999105e+03,1.547517234446592624e+02
7.522465000000000401e-01,4.901372484375001477e+03,1.554452192541777436e+02
7.582329999999999348e-01,2.604284562500000902e+04,3.376422731729614952e+02
7.642189999999999817e-01,7.405042187499998545e+04,5.935241556054896819e+02
7.702050000000000285e-01,1.118175362500000347e+03,8.834857353336667529e+01
7.761910000000000753e-01,1.193415767187500478e+03,9.709389418050015763e+01
7.821770000000000111e-01,1.075291585937500031e+03,8.954883360229469247e+01
7.881630000000000580e-01,1.191952676562500073e+03,8.343940817292521217e+01
7.941489999999999938e-01,4.948444453125000109e+03,1.492568493595475445e+02
8.001350000000000406e-01,1.680355823437500703e+03,1.284470559096416480e+02
8.061209999999999765e-01,1.045684504687499611e+03,1.481755245067676583e+02
8.121070000000000233e-01,9.195942125000000260e+02,6.806436609379417746e+01
8.180930000000000701e-01,1.571623943749999398e+03,1.915655942741981903e+02
8.240790000000001170e-01,8.545872312499997179e+02,7.158293374662780195e+01
8.300649999999999418e-01,1.016706312499999740e+03,1.203871298921018820e+02
8.360509999999999886e-01,9.472754343749996906e+02,9.339849950050422933e+01
8.420369999999999244e-01,1.399449081250000518e+03,4.041143502587871694e+02
8.480229999999999713e-01,1.085020232812499671e+03,9.328999094965936933e+01
8.540090000000000181e-01,8.567389000000001715e+02,8.167722354443310451e+01
8.599950000000000649e-01,1.041441856249999773e+03,1.086003646880413100e+02
8.659810000000000008e-01,1.097289934374999802e+03,9.900993451988527738e+01
8.719669999999999366e-01,1.528394970312500618e+03,9.465847696862323346e+01
8.779530000000000944e-01,8.308983578125003078e+02,6.125231258359525555e+01
8.839389999999999192e-01,9.402430875000000015e+02,6.927877275641060351e+01
8.899250000000000771e-01,8.737633843750001006e+02,1.310227946724436379e+02
8.959110000000000129e-01,7.946905140624996875e+02,6.107392847261215252e+01
