,CT,r,d,h,Multiplet_no,Peak_no,Measurement_time,mean_A_meas,sigma_A_meas,mean_d_A_meas,sigma_d_A_meas,d_A_rel_meas,d_d_A_rel_meas,TOTAL_count_rate_above_1keV,d_TOTAL_count_rate_above_1keV
0,0.3,10.0,20.0,0.5,0,0,600.0,3294660.7513071336,2896087.35200155,30705.64912388378,3740.7589856575005,95617599302729.47,3022145283334056.0,6086037.138102108,28038.205390603434
1,0.3,10.0,20.0,0.5,0,1,600.0,9073257.755229695,2411928.3716219943,26555.23254184553,1567.2823776608927,0.0031835358266137322,0.0010781772549251201,6086037.138102108,28038.205390603434
2,0.3,10.0,20.0,0.5,0,2,600.0,24989881.733556096,1878846.0228795027,18945.343855375126,835.7794218316192,0.0007624423838564593,6.685371745402923e-05,6086037.138102108,28038.205390603434
10,0.3,10.0,20.0,0.5,1,0,600.0,18025867.2078408,1010198.2210930022,9298.423950184937,114.74544108090068,0.0005172944609664095,2.655322572658771e-05,6086037.138102108,28038.205390603434
11,0.3,10.0,20.0,0.5,1,1,600.0,4857435.048838624,877102.7889215896,10527.431325125592,199.27198789640852,0.0022412153074062367,0.0004306122875703216,6086037.138102108,28038.205390603434
12,0.3,10.0,20.0,0.5,1,2,600.0,2553295.720003211,932828.4173331539,14270.737068955403,616.9460164471468,437226.95758423704,8396083.564231073,6086037.138102108,28038.205390603434
13,0.3,10.0,20.0,0.5,1,3,600.0,1024433.6700457342,635787.8916751269,14021.052007125698,628.8179940259545,8390939662119.891,224305587233091.97,6086037.138102108,28038.205390603434
20,0.3,10.0,20.0,0.5,2,0,600.0,4339394.692224939,709447.4001467435,7350.804135120744,208.16193702738107,0.0017399783887937618,0.0002985425101613298,6086037.138102108,28038.205390603434
21,0.3,10.0,20.0,0.5,2,1,600.0,5972986.662733434,677124.5459068674,7361.665931811229,267.83767725877607,0.001248177930187374,0.00014896021347971121,6086037.138102108,28038.205390603434
30,0.3,10.0,20.0,0.5,3,0,600.0,1140024.7109104614,308051.5016918906,3998.3969758025223,229.32937764385863,0.004116214767145706,0.006788643396852121,6086037.138102108,28038.205390603434
31,0.3,10.0,20.0,0.5,3,1,600.0,19600225.613633864,1089434.6880213872,6694.2659594942215,365.58723915185374,0.000342206087908555,2.0870848222069933e-05,6086037.138102108,28038.205390603434
40,0.3,10.0,20.0,1.0,0,0,600.0,11476776.677349756,6830277.039209809,61608.900191071334,6702.277246864943,867955875.079002,24918746786.24415,24706114.389676344,81488.68043583086
41,0.3,10.0,20.0,1.0,0,1,600.0,26202207.41618039,7360420.170491228,53974.999776172146,2519.612111902322,0.002277705277664913,0.0010522093521125896,24706114.389676344,81488.68043583086
42,0.3,10.0,20.0,1.0,0,2,600.0,93745018.35449179,6787996.57950983,38060.07185667021,1661.33998411578,0.0004079944660421054,3.3146156049143745e-05,24706114.389676344,81488.68043583086
50,0.3,10.0,20.0,1.0,1,0,600.0,71991403.47635002,4953001.863425227,18679.53036214185,450.03448386596307,0.000260586694179834,1.737807412177405e-05,24706114.389676344,81488.68043583086
51,0.3,10.0,20.0,1.0,1,1,600.0,26606235.35019638,4425627.513902491,21215.115030290493,367.6334290348976,0.0008200871725055757,0.0001417440342198417,24706114.389676344,81488.68043583086
52,0.3,10.0,20.0,1.0,1,2,600.0,11701934.145897225,3242591.4166218266,28387.03930896934,482.85484030686047,0.0026783372587533077,0.0010994337053477497,24706114.389676344,81488.68043583086
53,0.3,10.0,20.0,1.0,1,3,600.0,11590864.79715868,2744183.7706930772,27849.630529324433,1400.75878083222,0.0025623371048474303,0.0007484142763825859,24706114.389676344,81488.68043583086
60,0.3,10.0,20.0,1.0,2,0,600.0,22721333.778150108,3406002.129073461,14931.810645215677,562.0513842173202,0.0006720219040832035,0.0001056684739377866,24706114.389676344,81488.68043583086
61,0.3,10.0,20.0,1.0,2,1,600.0,17424775.8176128,2845636.6642545043,14139.998474125103,765.6051503491217,0.0008343509645602036,0.00015328079165199377,24706114.389676344,81488.68043583086
70,0.3,10.0,20.0,1.0,3,0,600.0,6917533.89821117,1509835.8115391943,7452.330042348778,726.716154098529,0.0011337832215101748,0.00031128443863746445,24706114.389676344,81488.68043583086
