5.786519999999999442e-01,9.752592946294437297e+02
5.846379999999999910e-01,9.950682380305665902e+02
5.906239999999999268e-01,1.043424509010126940e+03
5.966100000000000847e-01,1.124788883331023044e+03
6.025960000000000205e-01,1.183304190805137750e+03
6.085819999999999563e-01,1.203495139512363721e+03
6.145680000000000032e-01,1.251086432016039453e+03
6.205540000000000500e-01,1.273479034336746736e+03
6.265399999999999858e-01,1.184947069880058507e+03
6.325259999999999216e-01,1.069391504481110587e+03
6.385119999999999685e-01,1.033833134653661773e+03
6.444979999999999043e-01,1.152323900435220594e+03
6.504840000000000622e-01,1.584658023843361207e+03
6.564699999999999980e-01,2.288629601391310644e+03
6.624559999999999338e-01,2.603310788519649577e+03
6.684419999999999806e-01,2.093910964094604424e+03
6.744280000000000275e-01,1.332900433742965333e+03
6.804140000000000743e-01,9.106955986386307131e+02
6.864000000000000101e-01,7.977370759768474500e+02
1.021615000000000162e+00,3.261918736628439319e+02
1.027605000000000102e+00,3.528418174242210625e+02
1.033590000000000009e+00,4.379154596349995927e+02
1.039574999999999916e+00,6.009594241467516440e+02
1.045560000000000045e+00,7.835621928031584957e+02
1.051545000000000174e+00,8.557016629007431447e+02
1.057534999999999892e+00,7.494002625024420468e+02
1.063520000000000021e+00,5.444327507887225011e+02
1.069504999999999928e+00,3.686896284330844082e+02
1.075495000000000090e+00,2.741174913913437194e+02
1.081479999999999997e+00,2.385707730366874557e+02
1.087464999999999904e+00,2.275927444923280234e+02
1.093450000000000033e+00,2.238380031229751523e+02
1.099435000000000162e+00,2.238913137151752437e+02
1.105425000000000102e+00,2.322153759972624698e+02
1.111410000000000009e+00,2.576884256741334411e+02
1.117394999999999916e+00,3.036363651857354284e+02
1.123379999999999823e+00,3.526360667726783049e+02
1.129364999999999952e+00,3.711509328710985756e+02
1.135354999999999892e+00,3.434241539367152996e+02
1.141340000000000021e+00,2.922090281842111494e+02
1.147324999999999928e+00,2.547807294993850178e+02
1.153310000000000057e+00,2.480171093554301933e+02
1.159295000000000186e+00,2.602905838416262441e+02
1.165285000000000126e+00,2.685552279397367101e+02
1.171270000000000033e+00,2.612012343623952120e+02
1.177255000000000162e+00,2.466135835924570756e+02
1.183240000000000069e+00,2.389170977948624568e+02
1.189224999999999977e+00,2.392762453959791458e+02
1.195214999999999916e+00,2.366708932699951049e+02
1.201200000000000045e+00,2.241944535009428705e+02
1.207184999999999953e+00,2.064981684777235671e+02
1.213170000000000082e+00,1.919876084528286810e+02
1.219154999999999989e+00,1.844445312806263928e+02
1.225145000000000151e+00,1.825456348882971156e+02
1.237115000000000187e+00,1.819495771342619150e+02
1.243100000000000094e+00,1.840406671155483025e+02
1.249085000000000001e+00,1.982317663514547519e+02
1.255075000000000163e+00,2.340935577871983924e+02
1.261060000000000070e+00,2.916811626694257029e+02
1.267044999999999977e+00,3.486539767846179529e+02
1.273030000000000106e+00,3.688745145015909088e+02
1.279015000000000013e+00,3.352860948024210757e+02
1.285004999999999953e+00,2.679697677286141015e+02
1.290990000000000082e+00,2.030755822817863816e+02
1.296974999999999989e+00,1.612413658604398847e+02
1.302959999999999896e+00,1.413506709210536201e+02
1.308945000000000025e+00,1.336078564702543758e+02
1.314935000000000187e+00,1.305405604695849320e+02
1.320920000000000094e+00,1.290758283026237621e+02
1.326905000000000001e+00,1.290529623200698381e+02
1.332889999999999908e+00,1.326599631848916374e+02
1.338874999999999815e+00,1.446838899597088073e+02
1.344864999999999977e+00,1.704840506002699954e+02
1.350850000000000106e+00,2.090717016915693875e+02
1.356835000000000013e+00,2.467915402198929655e+02
1.362819999999999920e+00,2.627621096663197022e+02
1.368804999999999827e+00,2.465582203028705237e+02
1.374794999999999989e+00,2.085701946188094666e+02
1.380779999999999896e+00,1.697560723279772787e+02
1.386765000000000025e+00,1.437503944226201611e+02
1.392749999999999932e+00,1.314928233276812648e+02
1.398734999999999840e+00,1.276484886195102320e+02
2.063184999999999825e+00,2.524894047644238526e+01
2.069174999999999986e+00,2.521199585833601375e+01
2.075159999999999894e+00,2.569094987079806458e+01
2.081144999999999801e+00,2.708100395401221050e+01
2.087129999999999708e+00,2.972271925530463221e+01
2.093115000000000059e+00,3.356522905121752132e+01
2.099105000000000221e+00,3.786207942617923550e+01
2.105090000000000128e+00,4.122665220678376841e+01
2.111075000000000035e+00,4.227195154740066130e+01
2.117059999999999942e+00,4.043500895831880371e+01
2.123045000000000293e+00,3.643119034562450054e+01
2.129035000000000011e+00,3.205504607886345525e+01
2.135019999999999918e+00,2.979843832760578692e+01
2.141004999999999825e+00,3.290132873757044507e+01
2.146990000000000176e+00,4.590011283868417280e+01
2.152975000000000083e+00,7.444593770162450141e+01
2.158964999999999801e+00,1.228773795577644137e+02
2.164950000000000152e+00,1.891743127551025907e+02
2.170935000000000059e+00,2.610564157521998823e+02
2.176919999999999966e+00,3.174345268203968544e+02
2.182904999999999873e+00,3.377028150259387189e+02
2.188895000000000035e+00,3.134641328007327274e+02
2.194879999999999942e+00,2.538532846870284345e+02
2.200865000000000293e+00,1.797009262118777713e+02
2.206850000000000200e+00,1.117988968584000418e+02
2.212834999999999663e+00,6.194446231126313052e+01
2.218824999999999825e+00,3.153168752306037703e+01
2.224810000000000176e+00,1.581854660133305757e+01
2.230795000000000083e+00,8.750082609639655118e+00
