,CT,r,d,h,Multiplet_no,Peak_no,Measurement_time,mean_A_meas,sigma_A_meas,mean_d_A_meas,sigma_d_A_meas,d_A_rel_meas,d_d_A_rel_meas,TOTAL_count_rate_above_1keV,d_TOTAL_count_rate_above_1keV
31,1.0,12.0,20.0,0.5,3,1,600.0,3885545.9767671106,101505.61088631403,2962.641558002373,69.87808028098134,0.0007628470413556721,2.169364949763833e-05,341165.7822572459,9246.511932228661
40,1.0,12.0,20.0,1.0,0,0,600.0,384562.55708052503,553921.6843113621,14341.443639736117,1308.2761368188926,3200024461725.8813,98891368154401.47,1386248.5455847774,40455.364841041
41,1.0,12.0,20.0,1.0,0,1,600.0,1065924.996239655,1265512.6321350657,13353.563330587202,1616.8811053112468,105592377.11411184,2098739293.9223928,1386248.5455847774,40455.364841041
42,1.0,12.0,20.0,1.0,0,2,600.0,10142374.030778812,1467201.8330650225,9645.538144281454,773.7346348200402,0.0009709468677075407,0.00015082100005014607,1386248.5455847774,40455.364841041
50,1.0,12.0,20.0,1.0,1,0,600.0,10407810.851796158,342176.83642990387,6560.764520578568,141.04170261410434,0.0006309820671252921,2.3249796435631973e-05,1386248.5455847774,40455.364841041
51,1.0,12.0,20.0,1.0,1,1,600.0,3817921.8276856584,291387.32873755397,7361.634143095182,57.61533710772184,0.001939164444808098,0.00014562931927783937,1386248.5455847774,40455.364841041
52,1.0,12.0,20.0,1.0,1,2,600.0,2240818.7769078626,310929.32827638875,9940.010502497475,95.8700300768324,0.004523580890911075,0.000648716809073395,1386248.5455847774,40455.364841041
53,1.0,12.0,20.0,1.0,1,3,600.0,906155.455399788,220611.02700982525,9643.383988710859,133.37059979065762,0.01133253238742866,0.00302695906731798,1386248.5455847774,40455.364841041
60,1.0,12.0,20.0,1.0,2,0,600.0,5505668.374852171,243239.28904712162,5384.0993652309135,41.26517211210236,0.0009796381570099566,3.9352362398063116e-05,1386248.5455847774,40455.364841041
61,1.0,12.0,20.0,1.0,2,1,600.0,2762706.153433456,196656.7441794203,4968.19049212637,39.447302090087106,0.0018070440168974243,0.00012420326052125252,1386248.5455847774,40455.364841041
70,1.0,12.0,20.0,1.0,3,0,600.0,1051337.3025880102,86066.4452993356,3439.434893473303,107.78028574961199,0.003292258696337676,0.00027488526412475326,1386248.5455847774,40455.364841041
71,1.0,12.0,20.0,1.0,3,1,600.0,14967080.495222718,333634.2696621527,5788.555105881292,196.55185765544527,0.0003868787541617514,1.3814110634729461e-05,1386248.5455847774,40455.364841041
80,1.0,12.0,40.0,0.5,0,0,600.0,289567.8471078906,147581.52229850492,3683.724823733509,270.0311131971303,4647545967968.869,146894608856338.6,86720.31553817379,572.7084270952404
81,1.0,12.0,40.0,0.5,0,1,600.0,165732.95046268273,72750.04335421156,3033.0725541223633,95.50977844840457,0.025317711494584914,0.07162045881210141,86720.31553817379,572.7084270952404
82,1.0,12.0,40.0,0.5,0,2,600.0,785312.6290017421,24152.324013532732,2251.637218562349,36.57183170838188,0.0028697666583630765,9.565814148514033e-05,86720.31553817379,572.7084270952404
90,1.0,12.0,40.0,0.5,1,0,600.0,780181.4177629814,28035.207860048547,1715.565857397832,12.015278276330784,0.0022013830841490895,6.909430284156157e-05,86720.31553817379,572.7084270952404
91,1.0,12.0,40.0,0.5,1,1,600.0,288267.7918600788,22343.91092996631,1899.8873017128528,14.519698960176939,0.006629527416541807,0.0005061889040574891,86720.31553817379,572.7084270952404
92,1.0,12.0,40.0,0.5,1,2,600.0,115550.4626182705,15826.808129914536,2515.03698538263,28.927288547484245,0.022182733668261363,0.0031186254164590906,86720.31553817379,572.7084270952404
93,1.0,12.0,40.0,0.5,1,3,600.0,36395.28515629651,12669.810389316499,2421.518716640207,27.56447061487069,17065.92838009019,539399.4537506708,86720.31553817379,572.7084270952404
100,1.0,12.0,40.0,0.5,2,0,600.0,364088.3396769714,18903.31470735984,1369.5484818105176,10.907753159041127,0.00377068653666256,0.00017711655333833734,86720.31553817379,572.7084270952404
101,1.0,12.0,40.0,0.5,2,1,600.0,261868.46083831572,16810.066533104702,1292.0125832578353,10.740191440659197,0.004952321913086523,0.00029052790289546126,86720.31553817379,572.7084270952404
110,1.0,12.0,40.0,0.5,3,0,600.0,67424.4380498346,6657.459716273675,877.7749510348758,13.223558460372313,0.013135216679471267,0.0012037429893655784,86720.31553817379,572.7084270952404
111,1.0,12.0,40.0,0.5,3,1,600.0,999138.6525216924,25428.127959269532,1491.5301609201554,24.10193308365113,0.001493410255324176,2.9804161985659144e-05,86720.31553817379,572.7084270952404
120,1.0,12.0,40.0,1.0,0,0,600.0,261601.28468711424,70020.27721975214,6981.3824880798975,296.4380636407699,0.029279332437643305,0.012246001685396534,350676.84390667215,1124.9919352370723
121,1.0,12.0,40.0,1.0,0,1,600.0,563310.3511308244,76042.16060239327,5975.670352239535,105.839289413083,0.010807999827831911,0.00152895935146439,350676.84390667215,1124.9919352370723
122,1.0,12.0,40.0,1.0,0,2,600.0,3163603.195599044,77451.47636964796,4491.347080856314,117.40178409193399,0.0014205007162907568,4.967263492860236e-05,350676.84390667215,1124.9919352370723
130,1.0,12.0,40.0,1.0,1,0,600.0,3085795.9836235153,93751.81856257938,3452.698978504233,103.94657874202649,0.0011197962179605129,4.493338965986241e-05,350676.84390667215,1124.9919352370723
131,1.0,12.0,40.0,1.0,1,1,600.0,1037669.2402096462,72315.25294033306,3786.648634095192,26.295214069318938,0.003666316061298099,0.0002479763802143475,350676.84390667215,1124.9919352370723
132,1.0,12.0,40.0,1.0,1,2,600.0,583313.1056978614,67278.39207640517,5089.965167078137,37.749151256318505,0.008845065180128899,0.0010598561980074408,350676.84390667215,1124.9919352370723
133,1.0,12.0,40.0,1.0,1,3,600.0,265655.696336652,56735.44053441947,4939.756259793572,65.35955653752148,0.019623970583056746,0.005405525589890042,350676.84390667215,1124.9919352370723
140,1.0,12.0,40.0,1.0,2,0,600.0,1542670.9028271632,73821.91471497226,2766.849323648186,69.39605648675702,0.0017971566214168766,8.721671495555152e-05,350676.84390667215,1124.9919352370723
141,1.0,12.0,40.0,1.0,2,1,600.0,1017299.3319174945,61279.45689298878,2616.2239355096453,22.93970862732443,0.0025803598080132756,0.0001449137356587537,350676.84390667215,1124.9919352370723
150,1.0,12.0,40.0,1.0,3,0,600.0,239139.89336935477,25526.602035751082,1760.9998477527845,40.219258951240896,0.007440201444143107,0.0007412801634876259,350676.84390667215,1124.9919352370723
151,1.0,12.0,40.0,1.0,3,1,600.0,4238829.336706409,107425.09602560215,3054.2635464623236,94.07388236568538,0.0007208508407859118,2.418293055008794e-05,350676.84390667215,1124.9919352370723
160,1.0,12.0,60.0,0.5,0,0,600.0,41055.443567221315,10539.725309193507,2371.7058175406487,41.19934118419338,0.06277728283593588,0.023867332944769448,39833.60754848682,146.05294345683012
161,1.0,12.0,60.0,0.5,0,1,600.0,66609.07569590972,8827.141126054856,2013.8581304140098,20.372562626295522,0.03077446481766319,0.0041758711309433484,39833.60754848682,146.05294345683012
162,1.0,12.0,60.0,0.5,0,2,600.0,353317.52229222946,8412.238985781025,1514.4651576369295,21.265810977009167,0.004288712735108803,0.00011380824975817035,39833.60754848682,146.05294345683012
170,1.0,12.0,60.0,0.5,1,0,600.0,360707.9526753808,11264.123948260707,1177.715140023553,7.834681443341967,0.0032679409106924307,9.610952901874191e-05,39833.60754848682,146.05294345683012
171,1.0,12.0,60.0,0.5,1,1,600.0,120312.41509741441,6860.016465253989,1267.7308395347445,6.911017886266023,0.01057004471415483,0.0005839561717328422,39833.60754848682,146.05294345683012
172,1.0,12.0,60.0,0.5,1,2,600.0,63996.73427680315,6290.145347070518,1702.8558106798762,10.141326890681281,0.02686872451316686,0.002680674079047862,39833.60754848682,146.05294345683012
173,1.0,12.0,60.0,0.5,1,3,600.0,33121.32468285105,6825.1873225434865,1659.4836612384618,12.18456486899413,0.052481407205958217,0.01223814260349298,39833.60754848682,146.05294345683012
180,1.0,12.0,60.0,0.5,2,0,600.0,167121.0947976188,8334.140427573722,921.1542859674174,7.062199895567297,0.005524135040608554,0.00024757202008960884,39833.60754848682,146.05294345683012
181,1.0,12.0,60.0,0.5,2,1,600.0,112221.01760564646,7819.45122148125,875.4923742981557,7.767361052375919,0.007836292960521761,0.0005036750067269578,39833.60754848682,146.05294345683012
190,1.0,12.0,60.0,0.5,3,0,600.0,29458.207724065804,3616.4289140204264,600.0159853980439,9.24939364515225,0.020656270103315735,0.002392976969877811,39833.60754848682,146.05294345683012
191,1.0,12.0,60.0,0.5,3,1,600.0,483622.3224284345,12648.434766934182,1032.5825642748252,11.313521730188116,0.002136014380894562,3.642424872057646e-05,39833.60754848682,146.05294345683012
200,1.0,12.0,60.0,1.0,0,0,600.0,126910.22227653404,30943.295016640885,4490.59246451699,490.01226046707654,0.038297264236881914,0.0144939079922479,160778.19496942146,527.217919236461
201,1.0,12.0,60.0,1.0,0,1,600.0,254689.2840413154,37372.34761486894,4048.6333484489596,231.520609125739,0.016251797961357624,0.002681333276698069,160778.19496942146,527.217919236461
202,1.0,12.0,60.0,1.0,0,2,600.0,1541602.0785080148,49039.958059859935,3034.4212640756305,235.7359874665313,0.0019700426715023307,0.0001621535276435685,160778.19496942146,527.217919236461
210,1.0,12.0,60.0,1.0,1,0,600.0,1481655.6833519316,37535.04946344142,2342.4441950629325,12.619288036109925,0.0015818266747218365,3.462140766702861e-05,160778.19496942146,527.217919236461
211,1.0,12.0,60.0,1.0,1,1,600.0,497925.70163002785,35827.66480933227,2560.453081795512,19.05001024271618,0.00516754658167558,0.00035498463534152085,160778.19496942146,527.217919236461
212,1.0,12.0,60.0,1.0,1,2,600.0,273003.98418130167,24639.185688719488,3421.362131409496,23.415509199148165,0.012633489158493518,0.0011340069649421998,160778.19496942146,527.217919236461
213,1.0,12.0,60.0,1.0,1,3,600.0,95915.5283845764,21315.163765648602,3288.3266676699527,32.38895600892133,0.036219766143050953,0.009340459346012471,160778.19496942146,527.217919236461
220,1.0,12.0,60.0,1.0,2,0,600.0,667178.8477508823,38942.09356661202,1860.0069481561673,16.485102571398247,0.0027967643706357714,0.00015441351091886077,160778.19496942146,527.217919236461
221,1.0,12.0,60.0,1.0,2,1,600.0,497682.466939682,33224.924860196144,1771.271415514058,14.801267175973933,0.0035739436301679664,0.00022562045696645686,160778.19496942146,527.217919236461
230,1.0,12.0,60.0,1.0,3,0,600.0,142931.97963793422,15307.069106769524,1222.2107340662521,23.99071042496537,0.008638696118066136,0.0008416087062755609,160778.19496942146,527.217919236461
231,1.0,12.0,60.0,1.0,3,1,600.0,1886957.5199781046,51531.48928818913,2051.6131804571164,37.641695382680155,0.0010878236364508954,2.6776829675001776e-05,160778.19496942146,527.217919236461
