,CT,r,d,h,Multiplet_no,Peak_no,Measurement_time,mean_A_meas,sigma_A_meas,mean_d_A_meas,sigma_d_A_meas,d_A_rel_meas,d_d_A_rel_meas,TOTAL_count_rate_above_1keV,d_TOTAL_count_rate_above_1keV
111,0.3,12.0,40.0,0.5,3,1,600.0,1935818.2026755367,82974.58805453965,2149.1697516582476,64.39989353134541,0.0011114678253449828,4.02185997295691e-05,354561.037754033,1365.4786312604135
120,0.3,12.0,40.0,1.0,0,0,600.0,207734.73565420558,216228.9161266428,13639.11405850863,1986.990459905316,1026895492035273.5,3.2456156202342856e+16,1458687.7143295675,5582.971889343636
121,0.3,12.0,40.0,1.0,0,1,600.0,703068.4524572359,297317.8216803009,11931.228913467412,677.0773578371557,2316750133.531601,73220331551.04358,1458687.7143295675,5582.971889343636
122,0.3,12.0,40.0,1.0,0,2,600.0,3130765.151825532,341526.4993024034,8575.679597659682,262.4104583324125,0.0027730759179315856,0.0003259899223469254,1458687.7143295675,5582.971889343636
130,0.3,12.0,40.0,1.0,1,0,600.0,5631910.415480495,662870.081163854,5631.247542173317,96.15432149973206,0.001012321586361447,0.00010756834237947212,1458687.7143295675,5582.971889343636
131,0.3,12.0,40.0,1.0,1,1,600.0,1872609.2606748834,319984.23615166394,6586.5655597081195,71.09622141525433,0.0036252783399956965,0.0006631968028694788,1458687.7143295675,5582.971889343636
132,0.3,12.0,40.0,1.0,1,2,600.0,780315.585496816,211768.8275124793,8927.3125275578,83.60302477966711,0.01257451044126419,0.005010133282812682,1458687.7143295675,5582.971889343636
133,0.3,12.0,40.0,1.0,1,3,600.0,633636.1882774155,224256.0554914255,8869.199886393913,193.76428801592093,0.017397171822045934,0.017203799124909415,1458687.7143295675,5582.971889343636
140,0.3,12.0,40.0,1.0,2,0,600.0,1571472.6899603405,212672.3044335376,4673.076226203038,50.18616778993557,0.003026804098191098,0.0004016665252942816,1458687.7143295675,5582.971889343636
141,0.3,12.0,40.0,1.0,2,1,600.0,1487420.2229123432,181326.2625797498,4542.653019171366,52.64537191615893,0.0030981782230624566,0.0003708017604194777,1458687.7143295675,5582.971889343636
150,0.3,12.0,40.0,1.0,3,0,600.0,615384.5462471962,114467.75910429857,2667.9596741437977,79.99784664673295,0.004484072654038034,0.0008339373045164045,1458687.7143295675,5582.971889343636
151,0.3,12.0,40.0,1.0,3,1,600.0,7953077.983003502,379621.28499789926,4323.137488977721,104.91458225670566,0.0005443698863491133,1.89948773143598e-05,1458687.7143295675,5582.971889343636
160,0.3,12.0,60.0,0.5,0,0,600.0,101273.42039517296,53765.11739356303,4778.374564640571,205.7015708073964,66555799729.66923,2101323201072.9858,164031.03723164258,511.24318980017375
161,0.3,12.0,60.0,0.5,0,1,600.0,104498.60097417372,44314.84671039267,4053.3103258595634,142.41861887403732,3191502732.436242,100821146833.19023,164031.03723164258,511.24318980017375
162,0.3,12.0,60.0,0.5,0,2,600.0,517107.49487667665,77694.99078596539,2935.384184768675,38.99536891874218,0.005806160526443932,0.0008893957153580918,164031.03723164258,511.24318980017375
170,0.3,12.0,60.0,0.5,1,0,600.0,587531.2771266464,33342.715343694785,1873.787154268386,18.3004432531103,0.0031990140854489695,0.00017487992824495629,164031.03723164258,511.24318980017375
171,0.3,12.0,60.0,0.5,1,1,600.0,171719.77023597856,27476.36241280531,2176.380597009319,21.84974700976049,0.013028094371538783,0.002290715890164879,164031.03723164258,511.24318980017375
172,0.3,12.0,60.0,0.5,1,2,600.0,89595.10521889976,25078.33244518158,2986.837875611069,87.65102591956877,0.0385256049637486,0.04409277203190437,164031.03723164258,511.24318980017375
173,0.3,12.0,60.0,0.5,1,3,600.0,47676.48280195149,27900.717293030786,2984.464720695745,90.4979215851126,8.861233097842172e+21,2.800766512225395e+23,164031.03723164258,511.24318980017375
180,0.3,12.0,60.0,0.5,2,0,600.0,168974.27008366561,26773.53218101727,1596.6945090910335,17.56191643614485,0.009694697938099793,0.0015885304837306496,164031.03723164258,511.24318980017375
181,0.3,12.0,60.0,0.5,2,1,600.0,192699.37934264916,23079.21243114528,1576.1903853878587,17.17955858630538,0.008297454656410049,0.0010037756449931415,164031.03723164258,511.24318980017375
190,0.3,12.0,60.0,0.5,3,0,600.0,60678.777671289994,10777.266024004257,901.8668385891926,19.79250062234175,0.015352454736215326,0.0029395597093384344,164031.03723164258,511.24318980017375
191,0.3,12.0,60.0,0.5,3,1,600.0,918790.6729670534,37234.786290029035,1478.4303179237554,23.57952606400368,0.0016108028083597836,4.332125894534762e-05,164031.03723164258,511.24318980017375
200,0.3,12.0,60.0,1.0,0,0,600.0,8362.630949453616,37938.648056593694,9586.761943014717,622.538799097718,506362810.3865212,10645181506.107452,669096.3599359118,2665.981158561519
201,0.3,12.0,60.0,1.0,0,1,600.0,217695.2679306047,63139.7477606494,7207.578607552679,318.1792374121872,25501116442.96679,805989657394.1827,669096.3599359118,2665.981158561519
202,0.3,12.0,60.0,1.0,0,2,600.0,1485507.225487299,58996.18843299957,5821.726816739751,72.64888794175624,0.003925436738289065,0.00017077544569671694,669096.3599359118,2665.981158561519
210,0.3,12.0,60.0,1.0,1,0,600.0,2461606.2116530268,217970.8486248102,3796.7926706157887,47.13762512181564,0.0015532834923837947,0.00012452702303531948,669096.3599359118,2665.981158561519
211,0.3,12.0,60.0,1.0,1,1,600.0,770444.527007828,115077.00804954124,4390.931379175736,35.06129760697432,0.00583343792067989,0.0009269752106934759,669096.3599359118,2665.981158561519
212,0.3,12.0,60.0,1.0,1,2,600.0,360992.0105277184,101329.885922782,5970.9069387654945,48.16243908476759,0.0181845625570502,0.006781441912454824,669096.3599359118,2665.981158561519
213,0.3,12.0,60.0,1.0,1,3,600.0,307704.1470743942,91070.93532978656,5928.733454455412,43.13939954089896,0.02194907732926394,0.012688029666843008,669096.3599359118,2665.981158561519
220,0.3,12.0,60.0,1.0,2,0,600.0,698628.9272050436,109441.37746118267,3183.9494622865227,38.16350532130874,0.004671349231671963,0.0007559843466354024,669096.3599359118,2665.981158561519
221,0.3,12.0,60.0,1.0,2,1,600.0,836532.1121111605,92450.14669589423,3118.933803007857,38.807153587057556,0.0037720683659934534,0.0004029448757164367,669096.3599359118,2665.981158561519
230,0.3,12.0,60.0,1.0,3,0,600.0,270025.1678135334,49394.9501538845,1814.3140778072984,55.916093695923905,0.006939767402456544,0.0012696318687651015,669096.3599359118,2665.981158561519
231,0.3,12.0,60.0,1.0,3,1,600.0,3288584.1534256404,153792.181241858,2851.2262152818316,86.22310085409035,0.0008683175573694101,3.558137648377178e-05,669096.3599359118,2665.981158561519
