,CT,r,d,h,Multiplet_no,Peak_no,Measurement_time,mean_A_meas,sigma_A_meas,mean_d_A_meas,sigma_d_A_meas,d_A_rel_meas,d_d_A_rel_meas,TOTAL_count_rate_above_1keV,d_TOTAL_count_rate_above_1keV
0,5.0,14.0,20.0,0.5,0,0,600.0,3007.12356029245,2664.904380646409,1359.4559639130175,191.94248958082443,1.4902164433026572e+28,4.710121338840678e+29,13080.282189592832,44.87711780923814
1,5.0,14.0,20.0,0.5,0,1,600.0,5407.323450314937,3723.8477612174775,1190.7561531952108,86.49419183525274,2.765678845650902e+27,8.741466442656783e+28,13080.282189592832,44.87711780923814
2,5.0,14.0,20.0,0.5,0,2,600.0,253419.4761481874,5088.552742113432,1008.7649308966895,24.780449730714242,0.003981923616859486,0.00011651077467500829,13080.282189592832,44.87711780923814
10,5.0,14.0,20.0,0.5,1,0,600.0,40425.372841203425,2642.14111501365,630.5597020004193,3.4227742889035504,0.015662405404474503,0.000990732789193714,13080.282189592832,44.87711780923814
11,5.0,14.0,20.0,0.5,1,1,600.0,13293.532618313211,2737.357979579904,744.0593330223014,5.818971687937465,0.058625409231316185,0.013625074894596453,13080.282189592832,44.87711780923814
12,5.0,14.0,20.0,0.5,1,2,600.0,27666.042483452387,2890.818732404171,1043.8608658927974,21.493867875347846,0.03813125604545785,0.00395467955345709,13080.282189592832,44.87711780923814
13,5.0,14.0,20.0,0.5,1,3,600.0,3692.17857315026,1714.4240332226138,1001.1236343077376,22.365385550226698,595974026202.8185,18815800561521.56,13080.282189592832,44.87711780923814
20,5.0,14.0,20.0,0.5,2,0,600.0,273177.54269651184,5424.43681880076,740.2865483833056,4.738282320544084,0.0027106668542966005,3.883746473828176e-05,13080.282189592832,44.87711780923814
21,5.0,14.0,20.0,0.5,2,1,600.0,71404.5498927005,3088.025091373007,507.3520165838442,4.844361370476211,0.007116300485931984,0.00025768950123431606,13080.282189592832,44.87711780923814
30,5.0,14.0,20.0,0.5,3,0,600.0,5863.653181390619,1014.2134413338296,216.19906231609085,6.1181329158998645,0.03790877300340874,0.006218476760767357,13080.282189592832,44.87711780923814
31,5.0,14.0,20.0,0.5,3,1,600.0,41805.629975767435,2690.2579335697997,321.5864547421151,7.629918237805883,0.007713279805980504,0.00033031063407619883,13080.282189592832,44.87711780923814
40,5.0,14.0,20.0,1.0,0,0,600.0,19210.094429570625,8337.792269592752,2860.082803910459,32.51424577522679,21376595219737.332,493046877121159.06,53196.57830459093,179.93579079713962
41,5.0,14.0,20.0,1.0,0,1,600.0,38945.73502782783,8947.767668855362,2464.967909802944,39.135564976450645,0.06897010468946069,0.04774884199738953,53196.57830459093,179.93579079713962
42,5.0,14.0,20.0,1.0,0,2,600.0,1004273.1474485676,12255.512531457367,2048.9482965752973,13.0493611537444,0.0020404992938044685,2.5407257945598172e-05,53196.57830459093,179.93579079713962
50,5.0,14.0,20.0,1.0,1,0,600.0,163261.36423745443,11173.015407953302,1273.0712286676867,8.317860592162527,0.007832388342296909,0.0005100943358504419,53196.57830459093,179.93579079713962
51,5.0,14.0,20.0,1.0,1,1,600.0,70157.91878795146,10629.076726481111,1485.825950669581,17.95704675145022,0.021682199267208234,0.0034268174450283696,53196.57830459093,179.93579079713962
52,5.0,14.0,20.0,1.0,1,2,600.0,88252.17928216103,10163.32516743853,2032.052668074592,88.79804889760155,0.023348797267100718,0.002993753913548574,53196.57830459093,179.93579079713962
53,5.0,14.0,20.0,1.0,1,3,600.0,19995.301434775407,14143.238001702503,1967.0904261346086,91.54880520066007,7.377027781042229e+21,2.3297647731882733e+23,53196.57830459093,179.93579079713962
60,5.0,14.0,20.0,1.0,2,0,600.0,1046852.504234257,22167.700038214065,1459.0031679324552,9.842759706778786,0.0013941491766358523,2.1369918849662527e-05,53196.57830459093,179.93579079713962
61,5.0,14.0,20.0,1.0,2,1,600.0,268154.3152009581,12902.26646621822,995.7602447132166,10.489954675232093,0.0037203792829645986,0.00014699892283893203,53196.57830459093,179.93579079713962
70,5.0,14.0,20.0,1.0,3,0,600.0,20048.73368660547,4465.027934632861,411.2007295076293,14.601534590952173,0.02155946668650524,0.005063837299210215,53196.57830459093,179.93579079713962
71,5.0,14.0,20.0,1.0,3,1,600.0,169047.83633364682,11156.668068486375,634.8167041445749,15.945328051952506,0.0037658524269895723,0.00016457739190522242,53196.57830459093,179.93579079713962
80,5.0,14.0,40.0,0.5,0,0,600.0,1910.6664630175412,797.8973922971993,640.5256769170402,155.62093796505846,787235.2208467191,18774692.540245898,3581.275331166017,25.86571153910261
81,5.0,14.0,40.0,0.5,0,1,600.0,292.82656273896254,467.70274518711943,616.6306611338508,56.04647803885271,1.9874790323807955e+28,6.2818172778651604e+29,3581.275331166017,25.86571153910261
82,5.0,14.0,40.0,0.5,0,2,600.0,78832.97614639292,987.4845476751682,538.6440264983075,14.70960802364742,0.006833923814370877,0.0002091802985978633,3581.275331166017,25.86571153910261
90,5.0,14.0,40.0,0.5,1,0,600.0,12999.673519458094,1348.8944218261304,335.2214605414129,3.317077784533482,0.02605791388260709,0.0026533135075123013,3581.275331166017,25.86571153910261
91,5.0,14.0,40.0,0.5,1,1,600.0,6571.561588407748,741.3900389078156,389.502836439479,2.7191029810685747,0.060030404963426404,0.006839564215845116,3581.275331166017,25.86571153910261
92,5.0,14.0,40.0,0.5,1,2,600.0,7154.60545558773,671.591664477903,533.3941986811199,5.766903432848278,0.07520706442534593,0.007103338394795604,3581.275331166017,25.86571153910261
93,5.0,14.0,40.0,0.5,1,3,600.0,1465.9483312284356,508.3353508713144,512.5291194152703,5.608073416060606,329380.4463395457,10410702.048933897,3581.275331166017,25.86571153910261
100,5.0,14.0,40.0,0.5,2,0,600.0,79478.74464662945,1476.2334547255512,392.9520784363471,2.3687543214984923,0.004945321866410148,6.624213490047669e-05,3581.275331166017,25.86571153910261
101,5.0,14.0,40.0,0.5,2,1,600.0,18710.314851405277,791.9700525017945,258.7043870174007,2.351045986211156,0.013847335751014638,0.0004899624406716535,3581.275331166017,25.86571153910261
110,5.0,14.0,40.0,0.5,3,0,600.0,1959.85309336093,295.1753198422913,113.40583942867072,3.3502644822676664,0.05906476736492447,0.008266977069785233,3581.275331166017,25.86571153910261
111,5.0,14.0,40.0,0.5,3,1,600.0,11271.112845503947,701.1452281476426,165.86504462706955,3.8497318842432144,0.014753367474782363,0.0006142781004730786,3581.275331166017,25.86571153910261
120,5.0,14.0,40.0,1.0,0,0,600.0,4882.127390701717,3185.359344295743,1399.978591936423,251.83473732535114,606754274263327.1,1.820974012598504e+16,14524.007218325669,48.10909920090753
121,5.0,14.0,40.0,1.0,0,1,600.0,1723.5318794801517,2102.548078870553,1259.3102078472987,100.99866433753947,1.8062193841992691e+22,5.7087421691305986e+23,14524.007218325669,48.10909920090753
122,5.0,14.0,40.0,1.0,0,2,600.0,303421.8049510161,4041.9060173532766,1083.8433048674976,27.09173457207728,0.003572672817631801,0.00010002927014018094,14524.007218325669,48.10909920090753
130,5.0,14.0,40.0,1.0,1,0,600.0,52836.22589509995,2722.0701960956294,663.739463247624,3.4171192840395177,0.012593792145338402,0.0006166931478954604,14524.007218325669,48.10909920090753
131,5.0,14.0,40.0,1.0,1,1,600.0,26120.653563131364,2601.642798797036,784.3555927694516,4.695322692429864,0.030325963029242793,0.003022172235333689,14524.007218325669,48.10909920090753
132,5.0,14.0,40.0,1.0,1,2,600.0,28736.498794664196,2451.44671966674,1077.5367954134117,6.109236767551653,0.03776995866129876,0.0032286443498790586,14524.007218325669,48.10909920090753
133,5.0,14.0,40.0,1.0,1,3,600.0,5971.301274637526,1705.2355620357016,1035.2133273635402,5.811450464050689,0.19210211322936938,0.0805029362381116,14524.007218325669,48.10909920090753
140,5.0,14.0,40.0,1.0,2,0,600.0,312145.9797715289,6058.499805159509,785.1819922308598,5.029058922411443,0.0025160970257462464,3.495868102365588e-05,14524.007218325669,48.10909920090753
141,5.0,14.0,40.0,1.0,2,1,600.0,77027.34127639433,3336.8588974950435,523.2613322096867,5.120914551671778,0.0068035420783426285,0.00024162889647984327,14524.007218325669,48.10909920090753
150,5.0,14.0,40.0,1.0,3,0,600.0,6626.339446070437,1131.7791227593525,216.75347263080994,6.863401273953751,0.033590055046115834,0.005354182406996605,14524.007218325669,48.10909920090753
151,5.0,14.0,40.0,1.0,3,1,600.0,46062.96116885536,2958.7931164051956,328.8725305885272,8.097189763037395,0.0071584727147137,0.00029825360046107247,14524.007218325669,48.10909920090753
160,5.0,14.0,60.0,0.5,0,0,600.0,1194.949237310153,438.7723346069418,508.2458933395149,13.209421347440392,8712158934164.245,275331238624161.0,1664.6269420759154,14.04049196223788
161,5.0,14.0,60.0,0.5,0,1,600.0,1507.5438750050348,580.1497876587016,440.10347807515575,8.58250566467426,355926200.23821235,10033484699.950912,1664.6269420759154,14.04049196223788
162,5.0,14.0,60.0,0.5,0,2,600.0,37784.9334834554,550.8504533503319,375.5410123241109,2.052147949302788,0.009940784124868972,0.00013878875949173273,1664.6269420759154,14.04049196223788
170,5.0,14.0,60.0,0.5,1,0,600.0,6163.671258144068,368.4941312350786,227.5230439600034,1.4888391040691231,0.037038712202882566,0.0021097584731446743,1664.6269420759154,14.04049196223788
171,5.0,14.0,60.0,0.5,1,1,600.0,2933.564272740073,330.78688029986455,264.9869784392915,2.0639113951682586,0.0915006012305073,0.010575785462576178,1664.6269420759154,14.04049196223788
172,5.0,14.0,60.0,0.5,1,2,600.0,3744.2467605518796,301.16208780389877,365.60338047196296,7.657277906324668,0.0982680195036344,0.008061147576520229,1664.6269420759154,14.04049196223788
173,5.0,14.0,60.0,0.5,1,3,600.0,435.15072938971457,188.87241603671268,350.2808559881808,7.6996692995754215,94223589047985.2,2978120933827852.5,1664.6269420759154,14.04049196223788
